maintenance_id,property_id,maintenance_date,maintenance_type,cost,description,1,731,12/19/2019,error: undefined method `first' for nil:NilClass,3562,3-000 - General,852,1/28/2021,5889,13-185 - Kennels and Animal Shelters
1084.0,1043.0,5/25/2024,Painting,9067.0,3-400 - Precast Concrete,,,,,,,,,,
1085.0,1079.0,9/7/2024,,360.0,16-300 - Transmission and Distribution,,,,,,,,,,
1086.0,1068.0,9/4/2024,Electrical maintenance,9115.0,2-315 - Excavation,,,,,,,,,,
1087.0,1160.0,12/18/2024,Roofing replacement,2308.0,11-030 - Teller and Service Equipment,,,,,,,,,,
1088.0,1153.0,11/25/2024,Roofing replacement,7631.0,10-670 - Storage Shelving,,,,,,,,,,
1089.0,1006.0,2/4/2024,Flooring repair,6332.0,13-010 - Air-Supported Structures,,,,,,,,,,
1090.0,1109.0,3/8/2024,,80.0,14-700 - Turntables,,,,,,,,,,
1091.0,1053.0,11/20/2024,Electrical maintenance,4093.0,13-185 - Kennels and Animal Shelters,,,,,,,,,,
1092.0,1039.0,2/27/2024,,4390.0,14-100 - Dumbwaiters,,,,,,,,,,
1093.0,1009.0,4/20/2024,Painting,2945.0,4-500 - Refractories,,,,,,,,,,
1094.0,1058.0,10/13/2024,Painting,2086.0,1-712 - Local Conditions,,,,,,,,,,
1095.0,1110.0,3/25/2024,,4553.0,4-050 - Basic Masonry Materials and Methods,,,,,,,,,,
1096.0,1170.0,4/14/2024,Window replacement,6788.0,2 - Site Construction,,,,,,,,,,
1097.0,1119.0,12/21/2024,Painting,7138.0,11-450 - Residential Equipment,,,,,,,,,,
1098.0,1193.0,1/29/2024,Roofing replacement,1842.0,10-700 - Exterior Protection,,,,,,,,,,
1099.0,1077.0,6/25/2024,Electrical maintenance,8701.0,3-300 - Footings,,,,,,,,,,
1100.0,1150.0,12/20/2024,Painting,4517.0,3-320 - Slab Foundations,,,,,,,,,,
1101.0,1142.0,8/5/2024,Plumbing repair,5319.0,2-784 - Stone Unit Pavers,,,,,,,,,,
1102.0,1021.0,12/18/2024,Roofing replacement,3198.0,17 - Markup and Contingency,,,,,,,,,,
1103.0,1098.0,7/13/2024,Plumbing repair,8616.0,8-700 - Hardware,,,,,,,,,,
1104.0,1054.0,11/23/2024,Window replacement,2087.0,11-060 - Theater and Stage Equipment,,,,,,,,,,
1105.0,1146.0,9/5/2024,Electrical maintenance,9008.0,9-800 - Acoustical Treatment,,,,,,,,,,
1106.0,1060.0,5/28/2024,Plumbing repair,5887.0,2-240 - Dewatering,,,,,,,,,,
1107.0,1073.0,4/27/2024,HVAC servicing,7628.0,4-200 - Masonry Units,,,,,,,,,,
1108.0,1048.0,1/9/2024,Electrical maintenance,6865.0,13-220 - Filter Underdrains and Media,,,,,,,,,,
1109.0,1112.0,3/10/2024,Plumbing repair,9347.0,14-600 - Hoists and Cables,,,,,,,,,,
1110.0,1196.0,5/21/2024,Plumbing repair,3812.0,5 - Metals,,,,,,,,,,
1111.0,1130.0,6/8/2024,Window replacement,405.0,2-300 - Earthwork,,,,,,,,,,
1112.0,1092.0,11/16/2024,Plumbing repair,4380.0,9-680 - Carpet,,,,,,,,,,
1113.0,1197.0,5/1/2024,Electrical maintenance,115.0,11-130 - Audio-Visual Equipment,,,,,,,,,,
1114.0,1171.0,4/7/2024,Plumbing repair,1497.0,1-011 - Project Engineer,,,,,,,,,,
1115.0,1056.0,11/2/2024,Roofing replacement,3005.0,14-100 - Dumbwaiters,,,,,,,,,,
1116.0,1086.0,9/17/2024,,1125.0,11-070 - Instrumental Equipment,,,,,,,,,,
1117.0,1089.0,12/21/2024,Roofing replacement,9693.0,2-260 - Excavation Support and Protection,,,,,,,,,,
1118.0,1028.0,3/18/2024,,1328.0,8-500 - Windows,,,,,,,,,,
1119.0,1158.0,7/6/2024,,7064.0,12 - Furnishings,,,,,,,,,,
1120.0,1179.0,10/16/2024,Flooring repair,1164.0,3-000 - General,,,,,,,,,,
1121.0,1029.0,8/4/2024,Painting,9406.0,16-100 - Electrical,,,,,,,,,,
1122.0,1169.0,7/2/2024,Flooring repair,4410.0,2-924 - Sodding,,,,,,,,,,
1123.0,1185.0,9/22/2024,Window replacement,6925.0,2-923 - Seeding and Soil Supplements,,,,,,,,,,
1124.0,1083.0,12/10/2024,Roofing replacement,669.0,13-240 - Oxygenation Systems,,,,,,,,,,
1125.0,1126.0,8/31/2024,HVAC servicing,631.0,2-250 - Shoring and Underpinning,,,,,,,,,,
1126.0,1151.0,9/29/2024,Painting,3381.0,10-400 - Identification Devices,,,,,,,,,,
1127.0,1138.0,9/18/2024,Electrical maintenance,4650.0,"10-800 - Toilet, Bath, and Laundry Specialties",,,,,,,,,,
1128.0,1117.0,1/31/2024,HVAC servicing,1887.0,2-815 - Fountains,,,,,,,,,,
1129.0,1120.0,9/25/2024,,4709.0,2-260 - Excavation Support and Protection,,,,,,,,,,
1130.0,1051.0,8/27/2024,Window replacement,541.0,3 - Concrete,,,,,,,,,,
1131.0,1027.0,8/1/2024,HVAC servicing,7188.0,11-500 - Industrial and Process Equipment,,,,,,,,,,
1132.0,1159.0,6/4/2024,Flooring repair,3993.0,1-540 - Construction Aids,,,,,,,,,,
1133.0,1023.0,3/12/2024,Flooring repair,6675.0,11-140 - Vehicle Service Equipment,,,,,,,,,,
1134.0,1188.0,12/23/2024,Plumbing repair,2349.0,1-011 - Project Engineer,,,,,,,,,,
1135.0,1042.0,3/22/2024,Electrical maintenance,5122.0,2 - Site Construction,,,,,,,,,,
1136.0,1165.0,12/3/2024,HVAC servicing,5155.0,9-050 - Basic Finish Materials and Methods,,,,,,,,,,
1137.0,1030.0,2/8/2024,Plumbing repair,6387.0,14-400 - Lifts,,,,,,,,,,
1138.0,1184.0,6/23/2024,Window replacement,4639.0,2-932 - PLants and Bulbs,,,,,,,,,,
1139.0,1173.0,1/14/2024,Painting,1814.0,9-900 - Paints and Coatings,,,,,,,,,,
1140.0,1100.0,8/5/2024,Painting,8002.0,10-240 - Grilles and Screens,,,,,,,,,,
1141.0,1154.0,6/18/2024,Painting,5657.0,14-400 - Lifts,,,,,,,,,,
1142.0,1192.0,6/27/2024,Electrical maintenance,6328.0,13-090 - Radiation Protection,,,,,,,,,,
1143.0,1024.0,12/6/2024,Painting,2151.0,11-020 - Security and Vault Equipment,,,,,,,,,,
1144.0,1035.0,9/9/2024,Roofing replacement,5240.0,5-800 - Expansion Control,,,,,,,,,,
1145.0,1026.0,1/29/2024,Window replacement,683.0,15-400 - Plumbing Fixtures and Equipment,,,,,,,,,,
1146.0,1045.0,10/7/2024,Flooring repair,6515.0,10-550 - Postal Specialties,,,,,,,,,,
1147.0,1001.0,5/5/2024,Window replacement,3469.0,2-621 - Foundatation Drainage Piping,,,,,,,,,,
1148.0,1133.0,11/1/2024,Painting,6979.0,12-800 - Interior Plants and Planters,,,,,,,,,,
1149.0,1161.0,3/29/2024,Painting,6075.0,1-520 - Construction Facilities,,,,,,,,,,
1150.0,1148.0,2/4/2024,Painting,4070.0,2-823 - PVC Fences and Gates,,,,,,,,,,
1151.0,1069.0,1/19/2024,Flooring repair,6713.0,15-600 - Refrigeration Equipment,,,,,,,,,,
1152.0,1099.0,12/27/2024,,7540.0,10-150 - Compartments and Cubicles,,,,,,,,,,
1153.0,1190.0,1/20/2024,Window replacement,4741.0,14-200 - Elevators,,,,,,,,,,
1154.0,1033.0,8/15/2024,Flooring repair,5021.0,15 - Mechanical,,,,,,,,,,
1155.0,1011.0,1/11/2024,Window replacement,9913.0,9-100 - Metal Support Assemblies,,,,,,,,,,
1156.0,1046.0,11/25/2024,Flooring repair,2587.0,1-013 - Project Coordinator,,,,,,,,,,
1157.0,1057.0,2/27/2024,Plumbing repair,5968.0,12-300 - Manufactured Casework,,,,,,,,,,
1158.0,1189.0,8/30/2024,Electrical maintenance,6757.0,11-030 - Teller and Service Equipment,,,,,,,,,,
1159.0,1071.0,10/30/2024,Roofing replacement,5526.0,12-600 - Multiple Seating,,,,,,,,,,
1160.0,1105.0,5/16/2024,,4047.0,1-510 - Temporary Utilities,,,,,,,,,,
1161.0,1044.0,1/9/2024,Window replacement,7676.0,7-600 - Flashing and Sheet Metal,,,,,,,,,,
1162.0,1123.0,6/6/2024,Plumbing repair,7653.0,4-700 - Simulated Masonry,,,,,,,,,,
1163.0,1014.0,7/3/2024,Roofing replacement,9079.0,13-160 - Aquariums,,,,,,,,,,
1164.0,1177.0,10/9/2024,Flooring repair,7077.0,7-400 - Roofing and Siding Panels,,,,,,,,,,
1165.0,1162.0,11/6/2024,Plumbing repair,7284.0,10-400 - Identification Devices,,,,,,,,,,
1166.0,1002.0,8/8/2024,,4908.0,"7-300 - Shingles, Roof Tiles, and Roof Coverings",,,,,,,,,,
1167.0,1065.0,8/27/2024,Electrical maintenance,1096.0,13 - Special Construction,,,,,,,,,,
1168.0,1132.0,9/28/2024,Electrical maintenance,7756.0,11-110 - Commercial Laundry and Dry Cleaning Equipment,,,,,,,,,,
1169.0,1149.0,4/26/2024,Plumbing repair,5921.0,1-542 - Construction Scaffolding and Platforms,,,,,,,,,,
1170.0,1128.0,10/4/2024,Flooring repair,910.0,2-932 - PLants and Bulbs,,,,,,,,,,
1171.0,1156.0,10/9/2024,Roofing replacement,3795.0,13-110 - Cathodic Protection,,,,,,,,,,
1172.0,1101.0,2/11/2024,Plumbing repair,8904.0,2-317 - Select Borrow,,,,,,,,,,
1173.0,1047.0,6/29/2024,HVAC servicing,574.0,11-850 - Navigation Equipment,,,,,,,,,,
1174.0,1124.0,9/14/2024,Window replacement,8460.0,11-400 - Food Service Equipment,,,,,,,,,,
1175.0,1036.0,6/29/2024,Roofing replacement,4776.0,10-250 - Service Walls,,,,,,,,,,
1176.0,1081.0,4/7/2024,,2109.0,10-500 - Lockers,,,,,,,,,,
1177.0,1194.0,4/9/2024,Roofing replacement,4068.0,1-012 - Superintendent,,,,,,,,,,
1178.0,1097.0,10/17/2024,,2359.0,8-800 - Glazing,,,,,,,,,,
1179.0,1122.0,8/27/2024,Painting,516.0,13 - Special Construction,,,,,,,,,,
1180.0,1127.0,7/21/2024,Window replacement,303.0,2-621 - Foundatation Drainage Piping,,,,,,,,,,
1181.0,1082.0,7/13/2024,,2440.0,2-370 - Erosion and Sedimentation Control,,,,,,,,,,
1182.0,1008.0,9/21/2024,Window replacement,3391.0,6-200 - Finish Carpentry,,,,,,,,,,
1183.0,1141.0,5/3/2024,Window replacement,1659.0,15-800 - Air Distribution,,,,,,,,,,
1184.0,1115.0,3/28/2024,Flooring repair,2233.0,2-220 - Site Demolition,,,,,,,,,,
1185.0,1132.0,12/20/2024,Plumbing repair,7851.0,11-900 - Exhibit Equipment,,,,,,,,,,
1186.0,1036.0,11/8/2024,Plumbing repair,3764.0,12-700 - Systems Furniture,,,,,,,,,,
1187.0,1078.0,10/5/2024,Painting,2799.0,11-130 - Audio-Visual Equipment,,,,,,,,,,
1188.0,1156.0,12/13/2024,Electrical maintenance,2330.0,1-570 - Temporary Controls,,,,,,,,,,
1189.0,1015.0,4/25/2024,Flooring repair,8239.0,2-310 - Grading,,,,,,,,,,
1190.0,1143.0,11/1/2024,Painting,7079.0,16-200 - Electrical Power,,,,,,,,,,
1191.0,1161.0,9/16/2024,Window replacement,1921.0,4-200 - Masonry Units,,,,,,,,,,
1192.0,1070.0,7/30/2024,,3182.0,2-300 - Earthwork,,,,,,,,,,
1193.0,1109.0,4/9/2024,Flooring repair,8292.0,13-230 - Digester Covers and Appurtenances,,,,,,,,,,
1194.0,1031.0,5/30/2024,Roofing replacement,841.0,"10-800 - Toilet, Bath, and Laundry Specialties",,,,,,,,,,
1195.0,1160.0,2/26/2024,Plumbing repair,4208.0,11-040 - Ecclesiastical Equipment,,,,,,,,,,
1196.0,1009.0,10/16/2024,Flooring repair,4614.0,13 - Special Construction,,,,,,,,,,
1197.0,1090.0,2/18/2024,Window replacement,3642.0,5-700 - Ornamental Metal,,,,,,,,,,
1198.0,1102.0,10/17/2024,Flooring repair,4667.0,3-400 - Precast Concrete,,,,,,,,,,
1199.0,1147.0,4/19/2024,Roofing replacement,1530.0,9-050 - Basic Finish Materials and Methods,,,,,,,,,,
1200.0,1101.0,5/14/2024,Window replacement,795.0,5-800 - Expansion Control,,,,,,,,,,
,,,,,,2.0,988.0,10/14/2023,error: undefined method `first' for nil:NilClass,2364.0,1-530 - Temporary Construction,,,,
,,,,,,3.0,832.0,5/18/2022,error: undefined method `first' for nil:NilClass,6726.0,13-700 - Security Access and Surveillance,,,,
,,,,,,4.0,446.0,12/4/2023,error: undefined method `first' for nil:NilClass,3115.0,3-500 - Cementitious Decks and Underlayments,,,,
,,,,,,5.0,478.0,6/8/2021,error: undefined method `first' for nil:NilClass,7169.0,2-220 - Site Demolition,,,,
,,,,,,6.0,381.0,11/27/2019,error: undefined method `first' for nil:NilClass,383.0,8-800 - Glazing,,,,
,,,,,,7.0,17.0,2/16/2022,error: undefined method `first' for nil:NilClass,5457.0,16-300 - Transmission and Distribution,,,,
,,,,,,8.0,273.0,5/27/2022,error: undefined method `first' for nil:NilClass,429.0,13-280 - Hazardous Material Remediation,,,,
,,,,,,9.0,26.0,3/21/2021,error: undefined method `first' for nil:NilClass,6379.0,11-870 - Agricultural Equipment,,,,
,,,,,,10.0,374.0,1/26/2023,error: undefined method `first' for nil:NilClass,4077.0,2-830 - Retaining Walls,,,,
,,,,,,2.0,,,error: undefined method `first' for nil:NilClass,,,433.0,1/6/2023,2621.0,15-800 - Air Distribution
,,,,,,3.0,,,error: undefined method `first' for nil:NilClass,,,298.0,8/23/2019,251.0,1-000 - Purpose
,,,,,,4.0,,,error: undefined method `first' for nil:NilClass,,,921.0,6/11/2020,2192.0,2-240 - Dewatering
,,,,,,5.0,,,error: undefined method `first' for nil:NilClass,,,66.0,11/20/2019,9681.0,4 - Masonry
,,,,,,6.0,,,error: undefined method `first' for nil:NilClass,,,275.0,5/22/2022,908.0,15-600 - Refrigeration Equipment
,,,,,,7.0,,,error: undefined method `first' for nil:NilClass,,,538.0,1/4/2022,408.0,2-930 - Exterior Plants
,,,,,,8.0,,,error: undefined method `first' for nil:NilClass,,,772.0,2/22/2023,2830.0,16-800 - Sound and Video
,,,,,,9.0,,,error: undefined method `first' for nil:NilClass,,,658.0,11/26/2023,3302.0,11-850 - Navigation Equipment
,,,,,,10.0,,,error: undefined method `first' for nil:NilClass,,,107.0,1/23/2020,5765.0,10-670 - Storage Shelving
